player1 clans,player1 is_winner,player1 lvl1_played,player1 lvl2_played,player1 lvl3_played,player1 cards_drawn,player1 cards_captured,player1 cards_destroyed,player1 cards_sacrificed,player1 cards_shifted,player1 force_of_will,player1 activation_tokens,player1 clan_most_played,player1 clan_most_played_last_5_turns,player1 is_first_player,player2 clans,player2 is_winner,player2 lvl1_played,player2 lvl2_played,player2 lvl3_played,player2 cards_drawn,player2 cards_captured,player2 cards_destroyed,player2 cards_sacrificed,player2 cards_shifted,player2 force_of_will,player2 activation_tokens,player2 clan_most_played,player2 clan_most_played_last_5_turns,player2 is_first_player,id,average_rank,creation_time,creation_time_month,creation_time_day,creation_time_year,Abunakkashii,duration_min,clan_passive_1,clan_passive_2,victory_condition,nb_of_rounds,clans_selected_1,clans_selected_2,clans_selected_3,clans_selected_4,clans_selected_5,clans_selected_6,clans_banned_1
["Abhilasha" "Abunakkashii" "Justice"],true,11,12,2,40,8,1,9,4,1,2,Abunakkashii,Justice,true,["Xi'an" "Narashima" "Goan-Sul"],false,10,8,3,42,3,2,10,0,0,2,Xi'an,Narashima,false,497465382,92,Created 04/08/2024 at 22:21,4,8,2024,true,57,Galmi,Tomorrow,Controlling 2 Supremacy tokens,3,Abhilasha,Xi'an,Narashima,Abunakkashii,Justice,Goan-Sul,Phoenix
["Galmi" "Abhilasha" "Phoenix"],true,6,5,5,17,1,0,1,0,1,3,Abhilasha,Galmi,true,["Tomorrow" "Justice" "Abunakkashii"],false,7,5,3,31,0,0,0,3,0,2,Justice,Justice,false,495004190,92,Created 04/02/2024 at 21:06,4,2,2024,true,27,Goan-Sul,Xi'an,Winning a Great Battle by more than 10 points (Goan-Sul),1,Galmi,Tomorrow,Justice,Abhilasha,Phoenix,Abunakkashii,Narashima
["Goan-Sul" "Galmi" "Justice"],true,6,6,3,27,0,0,1,1,0,2,Justice,Galmi,true,["Abhilasha" "Narashima" "Xi'an"],false,6,8,2,25,5,1,2,3,1,2,Narashima,Narashima,false,490435410,92,Created 03/22/2024 at 17:16,3,22,2024,true,29,Tomorrow,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),2,Goan-Sul,Abhilasha,Narashima,Galmi,Justice,Xi'an,Abunakkashii
["Galmi" "Justice" "Phoenix"],true,13,11,8,46,1,0,13,2,0,3,Phoenix,Galmi,true,["Xi'an" "Narashima" "Tomorrow"],false,11,12,6,37,3,2,12,2,0,2,Xi'an,Narashima,false,496793516,92,Created 04/07/2024 at 09:19,4,7,2024,false,44,Abhilasha,Goan-Sul,Controlling 2 Supremacy tokens,3,Galmi,Xi'an,Narashima,Justice,Phoenix,Tomorrow,Abunakkashii
["Goan-Sul" "Tomorrow" "Narashima"],true,6,6,4,33,2,2,0,1,0,3,Tomorrow,Goan-Sul,false,["Abhilasha" "Galmi" "Xi'an"],false,7,5,1,18,3,0,0,1,0,2,Abhilasha,Galmi,true,500371563,92,Created yesterday at 23:35,true,916,Phoenix,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Goan-Sul,Tomorrow,Galmi,Xi'an,Narashima,Justice
["Goan-Sul" "Narashima" "Phoenix"],true,16,10,1,32,4,4,14,1,0,2,Goan-Sul,Goan-Sul,false,["Galmi" "Xi'an" "Justice"],false,17,7,4,31,2,0,13,3,1,2,Justice,Justice,true,492605681,91,Created 03/27/2024 at 22:02,3,27,2024,true,46,Abunakkashii,Tomorrow,Controlling 2 Supremacy tokens,3,Galmi,Goan-Sul,Narashima,Xi'an,Justice,Phoenix,Abhilasha
["Galmi" "Goan-Sul" "Narashima"],true,7,8,3,25,2,3,5,0,0,3,Goan-Sul,Goan-Sul,true,["Xi'an" "Abhilasha" "Tomorrow"],false,13,3,2,30,3,0,3,3,0,2,Abhilasha,Xi'an,false,500196431,91,Created today at 15:57,false,41,Phoenix,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),2,Galmi,Xi'an,Abhilasha,Goan-Sul,Narashima,Tomorrow,Abunakkashii
["Galmi" "Xi'an" "Justice"],true,5,5,2,14,0,0,3,0,0,2,Justice,Justice,true,["Phoenix" "Abhilasha" "Tomorrow"],false,4,1,0,18,0,0,2,0,0,2,Phoenix,Phoenix,false,500273347,91,Created 04/15/2024 at 19:46,4,15,2024,true,5487,Narashima,Abunakkashii,Controlling 2 Supremacy tokens,2,Galmi,Phoenix,Abhilasha,Xi'an,Justice,Tomorrow,Goan-Sul
["Abhilasha" "Galmi" "Phoenix"],true,8,5,4,20,4,0,4,0,1,3,Abhilasha,Phoenix,true,["Tomorrow" "Goan-Sul" "Narashima"],false,6,6,1,26,0,0,3,0,0,2,Narashima,Narashima,false,499075366,91,Created yesterday at 20:29,true,1384,Abunakkashii,Justice,Controlling 2 Supremacy tokens,2,Abhilasha,Tomorrow,Goan-Sul,Galmi,Phoenix,Narashima,Xi'an
["Abunakkashii" "Galmi" "Abhilasha"],true,14,11,4,32,8,2,15,1,0,2,Abunakkashii,Abhilasha,false,["Narashima" "Tomorrow" "Phoenix"],false,12,9,6,30,0,0,11,0,0,2,Narashima,Narashima,true,493647270,91,Created 03/30/2024 at 13:23,3,30,2024,true,58,Goan-Sul,Justice,Controlling 2 Supremacy tokens,3,Narashima,Abunakkashii,Galmi,Tomorrow,Phoenix,Abhilasha,Xi'an
["Justice" "Xi'an" "Phoenix"],true,4,1,1,13,0,0,0,0,0,2,Phoenix,Phoenix,false,["Galmi" "Narashima" "Tomorrow"],false,1,1,1,10,0,0,0,0,0,2,Tomorrow,Tomorrow,true,495858703,90,Created 04/04/2024 at 22:37,4,4,2024,true,12,Abunakkashii,Goan-Sul,Winning a Great Battle by more than 10 points (Goan-Sul),1,Galmi,Justice,Xi'an,Narashima,Tomorrow,Phoenix,Abhilasha
["Abhilasha" "Tomorrow" "Justice"],true,5,2,2,16,1,0,4,2,0,2,Justice,Justice,false,["Goan-Sul" "Phoenix" "Narashima"],false,7,2,0,17,2,0,5,0,0,2,Narashima,Narashima,true,494236064,90,Created 03/31/2024 at 23:53,3,31,2024,false,29,Galmi,Xi'an,Turn over 3 Clan tiles (Justice),2,Goan-Sul,Abhilasha,Tomorrow,Phoenix,Narashima,Justice,Abunakkashii
["Abunakkashii" "Justice" "Phoenix"],true,11,6,2,33,2,1,5,2,0,2,Abunakkashii,Abunakkashii,true,["Xi'an" "Tomorrow" "Goan-Sul"],false,8,5,1,20,4,2,5,0,0,2,Goan-Sul,Tomorrow,false,492189965,90,Created 03/26/2024 at 21:45,3,26,2024,true,44,Abhilasha,Narashima,Controlling 2 Supremacy tokens,2,Abunakkashii,Xi'an,Tomorrow,Justice,Phoenix,Goan-Sul,Galmi
["Abhilasha" "Abunakkashii" "Galmi"],true,10,6,2,22,3,0,6,0,1,2,Galmi,Abunakkashii,false,["Goan-Sul" "Justice" "Narashima"],false,7,2,1,22,1,4,5,0,0,2,Goan-Sul,Justice,true,493482278,89,Created 03/30/2024 at 01:44,3,30,2024,true,1400,Tomorrow,Phoenix,Controlling 2 Supremacy tokens,2,Goan-Sul,Abhilasha,Abunakkashii,Justice,Narashima,Galmi,Xi'an
["Abhilasha" "Xi'an" "Phoenix"],true,6,9,2,16,7,0,4,1,1,2,Abhilasha,Abhilasha,false,["Narashima" "Goan-Sul" "Tomorrow"],false,7,6,2,23,2,1,2,0,0,2,Narashima,Narashima,true,495432846,89,Created 04/03/2024 at 22:01,4,3,2024,false,40,Justice,Galmi,Controlling 2 Supremacy tokens,2,Narashima,Abhilasha,Xi'an,Goan-Sul,Tomorrow,Phoenix,Abunakkashii
["Abhilasha" "Xi'an" "Narashima"],true,9,2,2,22,4,2,3,3,0,2,Abhilasha,Xi'an,false,["Galmi" "Goan-Sul" "Abunakkashii"],false,8,2,1,16,3,0,4,0,0,2,Goan-Sul,Goan-Sul,true,498167917,89,Created yesterday at 16:28,true,25,Justice,Phoenix,Controlling 2 Supremacy tokens,2,Galmi,Abhilasha,Xi'an,Goan-Sul,Abunakkashii,Narashima,Tomorrow
["Goan-Sul" "Xi'an" "Narashima"],true,9,9,6,25,0,10,11,0,0,4,Goan-Sul,Narashima,true,["Phoenix" "Abhilasha" "Justice"],false,15,7,5,32,4,0,10,1,1,2,Phoenix,Abhilasha,false,491393408,89,Created 03/24/2024 at 23:23,3,24,2024,false,2736,Tomorrow,Galmi,Winning a Great Battle by more than 10 points (Goan-Sul),3,Goan-Sul,Phoenix,Abhilasha,Xi'an,Narashima,Justice,Abunakkashii
["Galmi" "Goan-Sul" "Justice"],true,5,3,3,19,0,2,5,0,0,4,Galmi,Goan-Sul,true,["Narashima" "Abhilasha" "Phoenix"],false,7,5,1,20,1,0,3,1,0,2,Narashima,Narashima,false,492047256,89,Created 03/26/2024 at 15:35,3,26,2024,true,25,Abunakkashii,Tomorrow,Controlling 2 Supremacy tokens,2,Galmi,Narashima,Abhilasha,Goan-Sul,Justice,Phoenix,Xi'an
["Goan-Sul" "Tomorrow" "Galmi"],true,11,9,8,46,3,7,10,0,0,2,Goan-Sul,Galmi,false,["Abhilasha" "Narashima" "Phoenix"],false,13,8,7,39,2,0,9,1,2,4,Phoenix,Phoenix,true,493332169,89,Created 03/29/2024 at 18:22,3,29,2024,false,13780,Justice,Xi'an,Controlling 15 cards face up,3,Abhilasha,Goan-Sul,Tomorrow,Narashima,Phoenix,Galmi,Abunakkashii
["Galmi" "Goan-Sul" "Justice"],true,13,9,4,35,3,5,11,2,0,3,Justice,Galmi,false,["Abhilasha" "Xi'an" "Tomorrow"],false,11,10,3,26,9,1,7,2,1,2,Xi'an,Xi'an,true,492974269,89,Created 03/28/2024 at 20:48,3,28,2024,false,78,Narashima,Phoenix,Controlling 2 Supremacy tokens,3,Abhilasha,Galmi,Goan-Sul,Xi'an,Tomorrow,Justice,Abunakkashii
["Goan-Sul" "Abhilasha" "Narashima"],true,6,5,3,13,3,4,0,0,1,3,Goan-Sul,Goan-Sul,false,["Xi'an" "Galmi" "Tomorrow"],false,8,2,2,16,0,1,0,0,0,3,Galmi,Xi'an,true,491609451,89,Created 03/25/2024 at 14:11,3,25,2024,true,1200,Abunakkashii,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),1,Xi'an,Goan-Sul,Abhilasha,Galmi,Tomorrow,Narashima,Phoenix
["Goan-Sul" "Justice" "Phoenix"],true,12,9,6,41,3,3,10,2,0,3,Phoenix,Phoenix,true,["Abhilasha" "Abunakkashii" "Tomorrow"],false,7,9,3,39,5,2,9,2,1,2,Tomorrow,Tomorrow,false,496685626,89,Created 04/07/2024 at 00:24,4,7,2024,true,8618,Narashima,Xi'an,Winning a Great Battle by more than 10 points (Goan-Sul),3,Goan-Sul,Abhilasha,Abunakkashii,Justice,Phoenix,Tomorrow,Galmi
["Galmi" "Tomorrow" "Narashima"],true,9,6,6,21,0,0,4,2,0,4,Narashima,Narashima,true,["Xi'an" "Abhilasha" "Goan-Sul"],false,9,2,0,14,7,1,2,0,1,2,Abhilasha,Xi'an,false,488457885,88,Created 03/17/2024 at 20:09,3,17,2024,false,7838,Phoenix,Justice,Controlling 2 Supremacy tokens,2,Galmi,Xi'an,Abhilasha,Tomorrow,Narashima,Goan-Sul,Abunakkashii
["Goan-Sul" "Abhilasha" "Justice"],true,13,11,7,40,11,4,13,5,1,2,Abhilasha,Goan-Sul,true,["Phoenix" "Abunakkashii" "Tomorrow"],false,11,9,6,56,3,1,15,2,0,3,Tomorrow,Phoenix,false,489738793,88,Created 03/20/2024 at 21:51,3,20,2024,true,10929,Xi'an,Narashima,Controlling 15 cards face up,3,Goan-Sul,Phoenix,Abunakkashii,Abhilasha,Justice,Tomorrow,Galmi
["Abunakkashii" "Justice" "Xi'an"],true,9,7,6,32,6,2,7,1,0,2,Xi'an,Xi'an,false,["Abhilasha" "Galmi" "Narashima"],false,9,9,6,27,5,0,7,2,0,3,Galmi,Abhilasha,true,491208800,88,Created 03/24/2024 at 15:01,3,24,2024,true,4304,Phoenix,Goan-Sul,Controlling 2 Supremacy tokens,2,Abhilasha,Abunakkashii,Justice,Galmi,Narashima,Xi'an,Tomorrow
["Tomorrow" "Xi'an" "Justice"],true,7,4,2,16,1,0,0,0,0,2,Xi'an,Xi'an,false,["Abhilasha" "Narashima" "Galmi"],false,6,2,1,12,3,0,0,0,0,2,Galmi,Abhilasha,true,492745435,88,Created 03/28/2024 at 08:18,3,28,2024,true,11095,Phoenix,Goan-Sul,Winning a Great Battle by more than 10 points (Goan-Sul),1,Abhilasha,Tomorrow,Xi'an,Narashima,Galmi,Justice,Abunakkashii
["Galmi" "Narashima" "Abunakkashii"],true,8,7,5,32,0,0,5,0,0,5,Galmi,Galmi,false,["Xi'an" "Phoenix" "Abhilasha"],false,10,8,5,29,3,1,4,3,0,2,Phoenix,Phoenix,true,490447741,87,Created 03/22/2024 at 17:47,3,22,2024,true,3760,Justice,Tomorrow,Unlocking 5 Activation tokens,2,Xi'an,Galmi,Narashima,Phoenix,Abhilasha,Abunakkashii,Goan-Sul
["Abhilasha" "Narashima" "Tomorrow"],true,7,10,2,26,7,0,9,5,0,2,Narashima,Narashima,true,["Xi'an" "Goan-Sul" "Phoenix"],false,11,7,4,34,2,0,16,1,0,3,Phoenix,Goan-Sul,false,490882562,87,Created 03/23/2024 at 19:16,3,23,2024,true,53,Justice,Abunakkashii,Conceded,3,Abhilasha,Xi'an,Goan-Sul,Narashima,Tomorrow,Phoenix,Galmi
["Galmi" "Xi'an" "Tomorrow"],true,4,1,0,9,0,0,2,0,0,2,Galmi,Galmi,false,["Abhilasha" "Narashima" "Goan-Sul"],false,3,1,0,10,0,0,0,0,1,2,Narashima,Narashima,true,500188525,87,Created today at 15:40,false,9,Phoenix,Justice,Conceded,1,Abhilasha,Galmi,Xi'an,Narashima,Goan-Sul,Tomorrow,Abunakkashii
["Abhilasha" "Galmi" "Xi'an"],true,6,4,3,11,0,0,1,1,0,2,Xi'an,Xi'an,true,["Narashima" "Phoenix" "Justice"],false,7,4,1,20,1,0,0,4,1,2,Justice,Justice,false,491681454,87,Created 03/25/2024 at 18:03,3,25,2024,true,27,Abunakkashii,Tomorrow,Conceded,1,Abhilasha,Narashima,Phoenix,Galmi,Xi'an,Justice,Goan-Sul
["Goan-Sul" "Galmi" "Xi'an"],true,5,8,5,21,0,2,3,1,0,3,Xi'an,Galmi,false,["Abhilasha" "Tomorrow" "Justice"],false,5,5,5,22,2,0,3,0,1,2,Tomorrow,Tomorrow,true,499458038,86,Created 04/13/2024 at 19:35,4,13,2024,true,3101,Abunakkashii,Narashima,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Goan-Sul,Galmi,Tomorrow,Justice,Xi'an,Phoenix
["Justice" "Galmi" "Abhilasha"],true,6,5,2,21,3,0,2,2,0,2,Justice,Justice,true,["Tomorrow" "Abunakkashii" "Narashima"],false,9,2,1,22,0,1,2,3,0,2,Narashima,Narashima,false,495769866,86,Created 04/04/2024 at 18:53,4,4,2024,true,25,Goan-Sul,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),1,Justice,Tomorrow,Abunakkashii,Galmi,Abhilasha,Narashima,Xi'an
["Xi'an" "Phoenix" "Justice"],true,7,8,4,29,2,1,6,1,1,2,Xi'an,Phoenix,false,["Abhilasha" "Galmi" "Tomorrow"],false,11,9,2,36,10,0,7,6,0,2,Abhilasha,Tomorrow,true,502514986,86,Created today at 11:51,true,44,Goan-Sul,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Xi'an,Phoenix,Galmi,Tomorrow,Justice,Narashima
["Tomorrow" "Goan-Sul" "Justice"],true,7,4,2,18,2,12,3,1,0,2,Goan-Sul,Goan-Sul,true,["Narashima" "Galmi" "Xi'an"],false,12,5,3,23,0,0,3,1,0,2,Narashima,Narashima,false,493763333,86,Created 03/30/2024 at 19:19,3,30,2024,true,29,Abhilasha,Phoenix,Controlling 2 Supremacy tokens,2,Tomorrow,Narashima,Galmi,Goan-Sul,Justice,Xi'an,Abunakkashii
["Abhilasha" "Phoenix" "Tomorrow"],true,14,10,5,51,2,0,11,4,1,2,Phoenix,Abhilasha,false,["Narashima" "Xi'an" "Galmi"],false,8,10,5,39,2,0,10,0,0,4,Xi'an,Xi'an,true,495744330,86,Created 04/04/2024 at 17:41,4,4,2024,false,7008,Justice,Goan-Sul,Controlling 2 Supremacy tokens,3,Narashima,Abhilasha,Phoenix,Xi'an,Galmi,Tomorrow,Abunakkashii
["Xi'an" "Tomorrow" "Phoenix"],true,11,5,4,24,0,0,6,1,0,2,Phoenix,Phoenix,true,["Galmi" "Goan-Sul" "Abunakkashii"],false,9,7,2,24,1,3,6,2,0,2,Goan-Sul,Goan-Sul,false,498257633,85,Created yesterday at 20:18,true,29,Narashima,Justice,Controlling 2 Supremacy tokens,2,Xi'an,Galmi,Goan-Sul,Tomorrow,Phoenix,Abunakkashii,Abhilasha
["Abhilasha" "Xi'an" "Justice"],true,8,4,2,17,4,0,7,1,0,2,Abhilasha,Xi'an,true,["Tomorrow" "Narashima" "Abunakkashii"],false,7,5,0,32,1,0,4,3,0,2,Abunakkashii,Abunakkashii,false,498768147,85,Created today at 01:17,true,31,Galmi,Phoenix,Conceded,2,Abhilasha,Tomorrow,Narashima,Xi'an,Justice,Abunakkashii,Goan-Sul
["Abhilasha" "Xi'an" "Narashima"],true,4,3,2,21,4,1,3,0,1,2,Abhilasha,Abhilasha,false,["Phoenix" "Justice" "Goan-Sul"],false,6,3,0,21,1,1,3,1,0,2,Justice,Goan-Sul,true,498619448,85,Created yesterday at 18:16,true,19,Tomorrow,Galmi,Conceded,2,Phoenix,Abhilasha,Xi'an,Justice,Goan-Sul,Narashima,Abunakkashii
["Xi'an" "Galmi" "Narashima"],true,5,5,5,16,1,0,0,0,0,2,Xi'an,Xi'an,true,["Tomorrow" "Abhilasha" "Phoenix"],false,5,5,1,24,0,0,0,2,0,2,Tomorrow,Tomorrow,false,498250270,84,Created yesterday at 20:11,false,30,Justice,Goan-Sul,Controlling 15 cards face up,1,Xi'an,Tomorrow,Abhilasha,Galmi,Narashima,Phoenix,Abunakkashii
["Galmi" "Tomorrow" "Narashima"],true,16,14,6,52,0,0,11,3,0,3,Galmi,Narashima,false,["Phoenix" "Goan-Sul" "Abhilasha"],false,14,9,6,41,8,7,10,2,1,2,Abhilasha,Abhilasha,true,500948574,84,Created today at 11:18,true,47,Abunakkashii,Justice,Controlling 15 cards face up,3,Phoenix,Galmi,Tomorrow,Goan-Sul,Abhilasha,Narashima,Xi'an
["Tomorrow" "Xi'an" "Abunakkashii"],true,7,4,4,26,2,0,5,2,0,3,Xi'an,Tomorrow,false,["Galmi" "Phoenix" "Goan-Sul"],false,6,3,1,22,3,0,4,0,0,2,Goan-Sul,Goan-Sul,true,497194263,84,Created 04/08/2024 at 08:13,4,8,2024,true,11083,Justice,Abhilasha,Controlling 2 Supremacy tokens,2,Galmi,Tomorrow,Xi'an,Phoenix,Goan-Sul,Abunakkashii,Narashima
["Abhilasha" "Phoenix" "Goan-Sul"],true,11,7,6,33,0,4,7,2,1,4,Phoenix,Phoenix,true,["Galmi" "Abunakkashii" "Tomorrow"],false,13,6,4,33,0,1,5,2,0,4,Tomorrow,Tomorrow,false,493438787,84,Created 03/29/2024 at 22:48,3,29,2024,true,52,Justice,Xi'an,Winning a Great Battle by more than 10 points (Goan-Sul),2,Abhilasha,Galmi,Abunakkashii,Phoenix,Goan-Sul,Tomorrow,Narashima
["Abhilasha" "Tomorrow" "Goan-Sul"],true,9,8,0,33,3,3,6,4,0,2,Abhilasha,Goan-Sul,false,["Abunakkashii" "Phoenix" "Justice"],false,7,3,3,23,1,0,6,0,0,2,Justice,Phoenix,true,494241636,84,Created 04/01/2024 at 00:29,4,1,2024,true,3566,Xi'an,Narashima,Controlling 2 Supremacy tokens,2,Abunakkashii,Abhilasha,Tomorrow,Phoenix,Justice,Goan-Sul,Galmi
["Xi'an" "Goan-Sul" "Abhilasha"],true,7,4,2,15,6,1,7,1,0,2,Xi'an,Xi'an,true,["Tomorrow" "Narashima" "Phoenix"],false,6,2,1,27,0,0,4,0,0,2,Phoenix,Tomorrow,false,498314316,84,Created yesterday at 22:47,false,28,Galmi,Justice,Conceded,2,Xi'an,Tomorrow,Narashima,Goan-Sul,Abhilasha,Phoenix,Abunakkashii
["Xi'an" "Abhilasha" "Goan-Sul"],true,4,2,1,8,1,2,0,0,0,2,Goan-Sul,Goan-Sul,false,["Tomorrow" "Narashima" "Phoenix"],false,3,1,0,20,0,0,0,0,0,2,Tomorrow,Tomorrow,true,498307479,84,Created yesterday at 22:31,false,15,Galmi,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),1,Tomorrow,Xi'an,Abhilasha,Narashima,Phoenix,Goan-Sul,Abunakkashii
["Abhilasha" "Goan-Sul" "Xi'an"],true,5,1,1,10,2,2,0,0,0,2,Goan-Sul,Goan-Sul,false,["Tomorrow" "Justice" "Narashima"],false,4,0,0,12,0,0,0,0,0,2,Justice,Justice,true,498672877,83,Created 04/11/2024 at 20:56,4,11,2024,true,1404,Abunakkashii,Phoenix,Winning a Great Battle by more than 10 points (Goan-Sul),1,Tomorrow,Abhilasha,Goan-Sul,Justice,Narashima,Xi'an,Galmi
["Galmi" "Phoenix" "Goan-Sul"],true,11,9,6,35,2,0,12,2,0,2,Galmi,Phoenix,false,["Xi'an" "Abhilasha" "Justice"],false,8,8,5,34,2,0,6,1,0,2,Xi'an,Justice,true,496783918,83,Created 04/07/2024 at 08:44,4,7,2024,false,35,Narashima,Tomorrow,Controlling 2 Supremacy tokens,3,Xi'an,Galmi,Phoenix,Abhilasha,Justice,Goan-Sul,Abunakkashii
["Goan-Sul" "Galmi" "Xi'an"],true,7,7,3,17,3,2,5,1,0,3,Xi'an,Galmi,false,["Phoenix" "Justice" "Narashima"],false,10,3,2,27,0,0,4,0,1,2,Phoenix,Phoenix,true,499506570,83,Created yesterday at 21:39,false,29,Abhilasha,Tomorrow,Controlling 2 Supremacy tokens,2,Phoenix,Goan-Sul,Galmi,Justice,Narashima,Xi'an,Abunakkashii
["Galmi" "Goan-Sul" "Justice"],true,7,6,3,20,2,3,1,1,0,2,Galmi,Galmi,false,["Tomorrow" "Xi'an" "Narashima"],false,7,6,2,21,3,1,0,1,0,2,Xi'an,Tomorrow,true,501280935,83,Created yesterday at 21:09,true,42,Abhilasha,Abunakkashii,Winning a Great Battle by more than 10 points (Goan-Sul),1,Tomorrow,Galmi,Goan-Sul,Xi'an,Narashima,Justice,Phoenix
["Justice" "Tomorrow" "Phoenix"],true,10,5,4,38,0,0,7,1,0,2,Phoenix,Phoenix,false,["Goan-Sul" "Abhilasha" "Narashima"],false,9,5,1,26,1,0,4,0,0,2,Abhilasha,Narashima,true,500323633,83,Created 04/15/2024 at 21:31,4,15,2024,false,5444,Galmi,Xi'an,Controlling 2 Supremacy tokens,2,Goan-Sul,Justice,Tomorrow,Abhilasha,Narashima,Phoenix,Abunakkashii
["Phoenix" "Goan-Sul" "Tomorrow"],true,14,11,9,56,1,7,11,4,0,3,Phoenix,Phoenix,true,["Galmi" "Justice" "Xi'an"],false,14,10,7,38,1,3,11,0,0,2,Xi'an,Justice,false,490133213,82,Created 03/21/2024 at 22:02,3,21,2024,false,1515,Narashima,Abhilasha,Controlling 2 Supremacy tokens,3,Phoenix,Galmi,Justice,Goan-Sul,Tomorrow,Xi'an,Abunakkashii
["Abhilasha" "Phoenix" "Narashima"],true,9,7,6,33,4,0,5,0,0,3,Phoenix,Phoenix,false,["Justice" "Goan-Sul" "Tomorrow"],false,8,6,3,34,2,2,4,0,0,2,Tomorrow,Justice,true,493620635,82,Created 03/30/2024 at 12:30,3,30,2024,true,7204,Xi'an,Galmi,Controlling 2 Supremacy tokens,2,Justice,Abhilasha,Phoenix,Goan-Sul,Tomorrow,Narashima,Abunakkashii
["Abhilasha" "Tomorrow" "Narashima"],true,9,8,3,28,4,1,0,6,0,5,Abhilasha,Tomorrow,true,["Xi'an" "Galmi" "Goan-Sul"],false,7,6,2,12,2,2,0,2,0,3,Goan-Sul,Goan-Sul,false,494974741,81,Created 04/02/2024 at 19:54,4,2,2024,true,38,Justice,Abunakkashii,Unlocking 5 Activation tokens,1,Abhilasha,Xi'an,Galmi,Tomorrow,Narashima,Goan-Sul,Phoenix
["Narashima" "Tomorrow" "Phoenix"],true,6,5,5,22,0,0,0,1,0,2,Phoenix,Narashima,false,["Galmi" "Abhilasha" "Justice"],false,6,4,1,14,2,0,0,1,0,2,Galmi,Galmi,true,493506032,81,Created 03/30/2024 at 02:44,3,30,2024,true,2429,Xi'an,Goan-Sul,Controlling 15 cards face up,1,Galmi,Narashima,Tomorrow,Abhilasha,Justice,Phoenix,Abunakkashii
["Abhilasha" "Narashima" "Tomorrow"],true,11,7,5,41,6,0,7,5,2,5,Abhilasha,Abhilasha,true,["Goan-Sul" "Xi'an" "Abunakkashii"],false,13,6,3,31,2,4,11,1,0,2,Goan-Sul,Goan-Sul,false,493315310,81,Created 03/29/2024 at 17:03,3,29,2024,true,56,Phoenix,Galmi,Unlocking 5 Activation tokens,2,Abhilasha,Goan-Sul,Xi'an,Narashima,Tomorrow,Abunakkashii,Justice
["Goan-Sul" "Galmi" "Xi'an"],true,5,4,3,17,3,2,0,0,0,2,Goan-Sul,Galmi,false,["Tomorrow" "Abhilasha" "Phoenix"],false,6,4,2,27,0,0,0,0,1,2,Tomorrow,Tomorrow,true,496998915,81,Created 04/07/2024 at 19:48,4,7,2024,false,7424,Narashima,Justice,Winning a Great Battle by more than 10 points (Goan-Sul),1,Tomorrow,Goan-Sul,Galmi,Abhilasha,Phoenix,Xi'an,Abunakkashii
["Galmi" "Xi'an" "Tomorrow"],true,4,2,0,15,0,0,0,0,0,2,Galmi,Galmi,true,["Abhilasha" "Narashima" "Goan-Sul"],false,3,1,1,10,1,1,0,0,0,2,Goan-Sul,Narashima,false,497476205,81,Created 04/08/2024 at 22:51,4,8,2024,false,12,Justice,Phoenix,Conceded,1,Galmi,Abhilasha,Narashima,Xi'an,Tomorrow,Goan-Sul,Abunakkashii
["Abhilasha" "Tomorrow" "Galmi"],true,14,6,4,42,5,0,8,1,0,2,Galmi,Abhilasha,true,["Xi'an" "Goan-Sul" "Justice"],false,9,7,5,16,4,5,8,0,0,2,Xi'an,Xi'an,false,495506645,81,Created 04/04/2024 at 01:34,4,4,2024,true,45,Abunakkashii,Phoenix,Controlling 2 Supremacy tokens,2,Abhilasha,Xi'an,Goan-Sul,Tomorrow,Galmi,Justice,Narashima
["Galmi" "Xi'an" "Narashima"],true,20,12,5,42,3,1,14,3,0,3,Narashima,Galmi,false,["Goan-Sul" "Abhilasha" "Tomorrow"],false,16,8,3,32,6,8,12,3,0,2,Goan-Sul,Goan-Sul,true,493279387,80,Created 03/29/2024 at 15:34,3,29,2024,true,72,Justice,Abunakkashii,Controlling 2 Supremacy tokens,3,Goan-Sul,Galmi,Xi'an,Abhilasha,Tomorrow,Narashima,Phoenix
["Abunakkashii" "Abhilasha" "Galmi"],true,5,2,2,19,4,0,3,0,0,2,Abhilasha,Abhilasha,false,["Narashima" "Goan-Sul" "Phoenix"],false,8,1,2,18,1,0,2,1,0,2,Narashima,Phoenix,true,494983928,80,Created 04/02/2024 at 20:35,4,2,2024,true,27,Xi'an,Justice,Controlling 2 Supremacy tokens,2,Narashima,Abunakkashii,Abhilasha,Goan-Sul,Phoenix,Galmi,Tomorrow
